ID,Thông điệp,Ý nghĩa,Cơ chế game
114,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 114),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
115,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 115),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
116,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 116),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
117,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 117),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
118,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 118)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
119,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 119),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
120,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 120),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
121,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 121),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
122,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 122)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
123,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 123)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
124,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 124),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
125,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 125),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
126,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 126),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
127,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 127),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
128,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 128),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
129,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 129)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
130,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 130)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
131,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 131),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
132,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 132),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
133,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 133),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
134,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 134),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
135,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 135),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
136,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 136),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
137,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 137),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
138,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 138)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
139,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 139),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
140,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 140),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
141,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 141),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
142,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 142)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
143,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 143)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
144,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 144),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
145,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 145),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
146,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 146),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
147,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 147),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
148,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 148),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
149,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 149)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
150,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 150)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
151,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 151),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
152,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 152),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
153,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 153),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
154,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 154),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
155,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 155),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
156,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 156),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
157,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 157),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
158,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 158)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
159,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 159),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
160,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 160),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
161,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 161),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
162,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 162)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
163,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 163)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
164,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 164),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
165,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 165),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
166,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 166),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
167,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 167),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
168,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 168),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
169,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 169)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
170,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 170)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
171,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 171),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
172,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 172),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
173,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 173),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
174,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 174),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
175,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 175),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
176,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 176),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
177,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 177),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
178,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 178)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
179,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 179),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
180,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 180),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
181,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 181),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
182,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 182)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
183,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 183)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
184,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 184),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
185,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 185),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
186,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 186),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
187,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 187),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
188,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 188),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
189,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 189)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
190,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 190)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
191,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 191),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
192,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 192),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
193,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 193),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
194,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 194),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
195,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 195),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
196,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 196),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
197,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 197),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
198,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 198)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
199,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 199),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
200,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 200),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
201,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 201),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
202,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 202)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
203,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 203)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
204,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 204),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
205,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 205),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
206,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 206),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
207,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 207),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
208,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 208),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
209,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 209)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
210,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 210)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
211,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 211),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
